pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CH,2024-07-03,88.1,-1.52,5.84,"Fedde, Erick",677587,607200,single,hit_into_play,,,,,5.0,Brayan Rocchio singles on a line drive to center fielder Luis Robert Jr.  Bo Naylor to 2nd.,R,L,R,CLE,CWS,X,8.0,line_drive,0,0,2024,-0.8,0.26,-0.21,2.41,,,666310.0,2,2,Bot,103.5,101.63,,,,,4.9161357302902005,-128.27931901864844,-2.880176656712625,-9.86462695776316,23.397280805331945,-28.944705943142075,3.14,1.42,199.0,91.1,11.0,89.6,1530.0,6.9,746617,455117,683734,664901,672820,670032,643217,673357,502054,53.6,0.7,0.64,0.9,1.0,1.0,0.0,4.0,18,1,Changeup,0,1,0,1,1,0,0,1,Standard,Standard,225.0,0.023,0.301,69.7,6.9,0.772,-0.301,91.1,-1,-1,0.408,0.408,31,23,31,23,1,0,7.0,1.0,7.0,1.0,2.65,0.8,-0.8,35.8
SI,2024-07-03,93.1,-1.61,5.85,"Fedde, Erick",665926,607200,field_out,hit_into_play,,,,,5.0,"Andrés Giménez grounds out, second baseman Danny Mendick to first baseman Andrew Vaughn.",R,L,R,CLE,CWS,X,4.0,ground_ball,0,0,2024,-0.68,0.74,-0.05,2.29,,,,0,2,Bot,146.96,148.63,,,,,5.5681521355011805,-135.4392336960006,-5.039070818186373,-9.571878155664873,29.417400471760576,-22.147189525658835,3.21,1.45,141.0,105.9,8.0,94.3,1847.0,7.0,746617,455117,683734,664901,672820,670032,643217,673357,502054,53.48,0.726,0.689,0.0,1.0,0.0,0.0,4.0,15,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,206.0,-0.025,-0.228,68.9,7.2,0.855,0.228,105.9,-1,-1,0.437,0.437,31,25,31,26,1,0,7.0,1.0,7.0,1.0,1.89,0.68,-0.68,35.6
SI,2024-07-03,92.7,-1.52,6.07,"Fedde, Erick",682177,607200,force_out,hit_into_play,,,,,4.0,"Daniel Schneemann grounds into a force out, shortstop Nicky Lopez to second baseman Danny Mendick.   Steven Kwan out at 2nd.    Daniel Schneemann to 1st.",R,L,R,CLE,CWS,X,6.0,ground_ball,0,0,2024,-0.95,0.94,-0.57,2.55,,,680757.0,0,1,Bot,116.3,155.11,,,,,4.5100035816891095,-134.9370954447724,-5.336997593626304,-12.574833446167217,26.74075095897557,-19.68652482234349,3.41,1.65,12.0,86.5,-11.0,93.5,1938.0,6.5,746617,455117,683734,664901,672820,670032,643217,673357,502054,53.98,0.103,0.095,0.0,1.0,0.0,0.0,2.0,8,1,Sinker,0,1,0,1,1,0,0,1,Standard,Standard,211.0,-0.035,-0.529,67.5,6.7,0.111,0.529,88.0,-1,-1,0.48,0.48,31,27,31,27,1,0,7.0,1.0,7.0,2.0,1.69,0.95,-0.95,38.9
FF,2024-07-03,94.8,-3.0,5.15,"Scott, Christian",657041,681035,field_out,hit_into_play,,,,,2.0,Lane Thomas flies out sharply to center fielder Tyrone Taylor.,R,R,R,WSH,NYM,X,8.0,fly_ball,0,0,2024,-0.76,1.02,-0.13,2.62,,,,0,6,Bot,114.78,51.82,,,,,9.357157119957868,-137.80010259526895,-3.299138834412483,-11.65719842661738,28.21514573748587,-18.62191687585478,3.08,1.44,365.0,101.2,39.0,96.7,2116.0,7.2,744837,620443,624413,578428,668901,596019,607043,621438,592325,53.27,0.203,0.379,0.0,1.0,0.0,0.0,5.0,43,1,4-Seam Fastball,1,5,1,5,5,1,1,5,Standard,Standard,229.0,-0.018,-0.228,75.9,6.8,0.733,0.228,101.2,-4,-4,0.088,0.088,25,28,25,29,3,2,34.0,1.0,5.0,1.0,1.51,0.76,0.76,28.1
FF,2024-07-02,97.0,-2.07,5.75,"Kopech, Michael",671289,656629,field_out,hit_into_play,,,,,11.0,Tyler Freeman grounds out softly to first baseman Andrew Vaughn.   Andrés Giménez to 2nd.,R,R,R,CLE,CWS,X,3.0,ground_ball,0,0,2024,-0.76,1.44,-1.02,3.01,,,665926.0,0,9,Bot,147.67,180.01,,,,,4.5955931479947,-141.2183149850291,-5.148646991505688,-11.17453534776152,32.29741944519664,-11.92272027248312,3.28,1.46,32.0,37.2,6.0,98.2,2511.0,6.9,746623,455117,683734,670032,672820,657557,643217,673357,657757,53.55,0.217,0.208,0.0,1.0,0.0,0.0,1.0,70,1,4-Seam Fastball,6,6,6,6,6,6,6,6,Strategic,Standard,214.0,-0.009,-0.529,60.4,5.7,0.245,0.529,88.0,0,0,0.708,0.708,28,25,28,25,1,3,2.0,2.0,3.0,4.0,0.98,0.76,0.76,45.1
SL,2024-07-02,88.8,2.79,6.22,"Banks, Tanner",677587,621383,field_out,hit_into_play,,,,,4.0,Brayan Rocchio lines out to shortstop Paul DeJong.,R,R,L,CLE,CWS,X,6.0,line_drive,0,0,2024,-0.34,0.49,-0.42,2.4,,,,0,7,Bot,108.28,152.03,,,,,-7.142477042698741,-129.23407530815675,-4.389999211918955,-2.473056025138074,24.07987648351336,-26.019465420597204,3.13,1.42,131.0,47.6,38.0,88.9,2405.0,6.1,746623,455117,683734,670032,672820,657557,643217,673357,657757,54.37,0.143,0.129,0.0,1.0,0.0,0.0,1.0,56,1,Slider,6,6,6,6,6,6,6,6,Infield shade,Standard,180.0,-0.038,-0.228,71.3,7.5,0.143,0.228,88.0,0,0,0.586,0.586,32,23,33,23,1,2,3.0,2.0,1.0,1.0,2.38,-0.34,0.34,49.2
CH,2024-07-02,80.1,-0.35,6.67,"Flexen, Chris",682177,623167,field_out,hit_into_play,,,,,4.0,Daniel Schneemann flies out to center fielder Luis Robert Jr.,R,L,R,CLE,CWS,X,8.0,fly_ball,0,0,2024,-0.83,0.84,-0.51,2.63,,,677587.0,2,5,Bot,100.44,65.4,,,,,1.2124351062683087,-116.82290860614896,-3.9186522755897983,-7.829895872344246,19.13175493084041,-23.96313476620481,3.41,1.64,337.0,89.2,28.0,80.8,1347.0,6.3,746623,686676,683734,670032,672820,657557,643217,673357,657757,54.16,0.06,0.075,0.0,1.0,0.0,0.0,3.0,37,1,Changeup,3,1,3,1,1,3,3,1,Standard,Standard,213.0,-0.014,-0.228,70.3,7.0,0.124,0.228,89.2,2,2,0.803,0.803,29,27,30,27,3,2,7.0,2.0,6.0,1.0,2.66,0.83,-0.83,67.3
FF,2024-07-02,90.9,-0.2,6.84,"Flexen, Chris",680757,623167,field_out,hit_into_play,,,,,2.0,Steven Kwan flies out to left fielder Andrew Benintendi.,R,L,R,CLE,CWS,X,7.0,fly_ball,0,0,2024,-0.36,1.36,0.05,2.92,,,677587.0,1,5,Bot,67.19,113.9,,,,,1.4250628361762103,-132.39236917779172,-6.899260518785718,-4.592883235964578,24.92961987365828,-14.9670594185591,3.25,1.52,257.0,83.0,48.0,91.6,2273.0,6.4,746623,686676,683734,670032,672820,657557,643217,673357,657757,54.13,0.003,0.003,0.0,1.0,0.0,0.0,3.0,36,1,4-Seam Fastball,3,1,3,1,1,3,3,1,Standard,Standard,195.0,-0.018,-0.301,64.2,6.2,0.003,0.301,88.0,2,2,0.821,0.821,29,26,30,27,3,2,7.0,2.0,6.0,1.0,1.37,0.36,-0.36,69.4
FC,2024-07-02,86.4,-0.24,6.87,"Flexen, Chris",677587,623167,single,hit_into_play,,,,,3.0,Brayan Rocchio singles on a line drive to right fielder Gavin Sheets.   Tyler Freeman scores.,R,L,R,CLE,CWS,X,9.0,line_drive,0,0,2024,0.6,0.29,0.66,2.97,,671289.0,,1,5,Bot,152.39,111.76,,,,,0.9286668454188578,-125.92969908871648,-3.7485387720730543,6.329793926130997,22.132690273929672,-28.595017832907462,3.13,1.42,207.0,67.8,23.0,87.0,2490.0,6.3,746623,686676,683734,670032,672820,657557,643217,673357,657757,54.25,0.903,0.821,0.9,1.0,1.0,0.0,4.0,35,1,Cutter,2,1,2,1,1,3,3,1,Standard,Standard,147.0,0.088,0.68,69.0,6.8,0.946,-0.68,88.0,1,1,0.733,0.733,29,23,30,23,2,1,7.0,2.0,6.0,1.0,2.72,-0.6,0.6,68.6
FF,2024-07-02,91.7,0.01,6.81,"Flexen, Chris",681807,623167,field_out,hit_into_play,,,,,5.0,David Fry flies out to left fielder Andrew Benintendi.,R,R,R,CLE,CWS,X,7.0,fly_ball,0,0,2024,-0.04,1.54,0.16,2.13,,,,1,2,Bot,94.09,90.61,,,,,0.4653214902118814,-133.25511511489566,-9.303795697141796,-0.5464841181246208,28.06877069866536,-12.061848236898337,3.37,1.55,281.0,99.3,54.0,91.9,2144.0,6.4,746623,686676,683734,670032,672820,657557,643217,673357,657757,54.07,0.011,0.016,0.0,1.0,0.0,0.0,3.0,13,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,193.0,-0.018,-0.162,75.2,8.4,0.023,0.162,99.3,-1,-1,0.412,0.412,29,28,30,29,1,0,7.0,2.0,6.0,1.0,1.17,0.04,0.04,72.7
FF,2024-07-02,91.3,-0.28,6.85,"Flexen, Chris",647304,623167,field_out,hit_into_play,,,,,7.0,Josh Naylor grounds out to first baseman Andrew Vaughn.,R,L,R,CLE,CWS,X,3.0,ground_ball,0,0,2024,-0.14,1.47,-0.7,1.96,,,,0,2,Bot,154.14,171.0,,,,,-0.7421532034592182,-132.63556767628108,-9.490247466590228,-1.522580767972083,29.501889155978432,-13.039538733149218,3.16,1.5,2.0,81.1,-37.0,90.9,2178.0,6.2,746623,686676,683734,670032,672820,657557,643217,673357,657757,54.28,0.043,0.047,0.0,1.0,0.0,0.0,2.0,12,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,189.0,-0.025,-0.228,79.1,8.0,0.043,0.228,88.0,-1,-1,0.437,0.437,29,27,30,27,1,0,7.0,2.0,6.0,1.0,1.29,0.14,-0.14,66.8
SI,2024-06-30,95.0,-2.34,5.76,"McArthur, James",671289,663704,grounded_into_double_play,hit_into_play,,,,,5.0,"Tyler Freeman grounds into a double play, shortstop Bobby Witt Jr.  to second baseman Maikel Garcia to first baseman Salvador Perez.   Bo Naylor out at 2nd.    Tyler Freeman out at 1st.",R,R,R,KC,CLE,X,6.0,ground_ball,0,0,2024,-1.3,0.65,-0.27,2.33,,,666310.0,1,9,Top,109.64,157.0,,,,,8.424581330066196,-138.10348949930832,-4.868412588827484,-18.46243244354104,29.45443616124297,-22.893214483844467,3.26,1.44,7.0,99.6,-17.0,96.3,2260.0,7.0,746290,666023,521692,672580,679845,677951,680118,641658,592669,53.52,0.169,0.184,0.0,1.0,0.0,0.0,2.0,72,1,Sinker,6,2,2,6,2,6,2,6,Standard,Standard,237.0,0.013,-0.369,72.0,6.7,0.169,0.369,99.6,4,-4,0.987,0.013,27,25,28,25,1,0,3.0,1.0,3.0,2.0,1.87,1.3,1.3,33.5
FF,2024-06-30,89.0,-1.45,5.33,"Lugo, Seth",680757,607625,field_out,hit_into_play,,,,,1.0,Steven Kwan flies out to left fielder Dairon Blanco.,R,L,R,KC,CLE,X,7.0,fly_ball,0,0,2024,-0.22,1.06,-0.32,2.86,,,666310.0,2,5,Top,66.86,73.26,,,,,3.214279125220878,-129.70199651500144,-2.3159385591428565,-3.1031566861432704,24.95615048465179,-19.85283563237528,3.23,1.49,343.0,93.3,32.0,88.9,2450.0,6.0,746290,666023,521692,672580,679845,677951,680118,641658,592669,54.51,0.089,0.145,0.0,1.0,0.0,0.0,3.0,36,1,4-Seam Fastball,2,0,0,2,0,2,0,2,Standard,Standard,197.0,0.028,-0.228,67.7,5.9,0.268,0.228,93.3,2,-2,0.792,0.208,34,26,35,27,3,2,5.0,1.0,6.0,2.0,1.79,0.22,-0.22,29.7
FF,2024-06-30,91.1,-1.21,5.41,"Lugo, Seth",665926,607625,field_out,hit_into_play,,,,,4.0,Andrés Giménez lines out to center fielder Garrett Hampson.,R,L,R,KC,CLE,X,8.0,line_drive,0,0,2024,-0.67,1.27,-0.56,2.28,,,,1,2,Top,105.08,55.3,,,,,3.042142608374201,-132.67050325711915,-4.691933947038224,-8.557359700202424,27.302324636029542,-16.32172671647585,3.22,1.47,359.0,99.9,21.0,90.9,2383.0,6.0,746290,666023,521692,672580,679845,677951,680118,641658,592669,54.49,0.383,0.495,0.0,1.0,0.0,0.0,5.0,11,1,4-Seam Fastball,1,0,0,1,0,1,0,1,Standard,Standard,238.0,0.017,-0.162,69.7,7.2,0.807,0.162,99.9,1,-1,0.632,0.368,34,25,35,26,1,0,5.0,1.0,6.0,2.0,1.46,0.67,-0.67,30.1
SL,2024-06-29,85.0,2.75,5.67,"Zerpa, Angel",647304,672582,double,hit_into_play,,,,,5.0,Josh Naylor doubles (14) on a sharp line drive to right fielder Hunter Renfroe.   José Ramírez scores.,R,L,L,KC,CLE,X,9.0,line_drive,0,0,2024,-0.36,0.11,0.02,2.36,,608070.0,,2,5,Top,223.07,98.92,,,,,-5.570839010816939,-123.88423246731722,-1.7971760740632488,-2.880783192313088,19.294499452964363,-30.86628356042933,3.16,1.48,301.0,106.1,15.0,84.1,2434.0,5.1,746289,521692,686469,672580,679845,677951,669004,664728,592669,55.4,0.637,0.68,1.25,1.0,1.0,1.0,5.0,36,1,Slider,2,4,4,2,5,2,5,2,Standard,Standard,258.0,-0.089,0.998,71.9,7.8,0.991,-0.998,106.1,-2,2,0.25,0.75,24,27,25,27,1,2,3.0,1.0,4.0,1.0,2.98,-0.36,-0.36,40.7
SL,2024-06-29,87.8,1.1,6.15,"Ragans, Cole",666310,666142,field_out,hit_into_play,,,,,4.0,"Bo Naylor grounds out, catcher Salvador Perez to first baseman Vinnie Pasquantino.",R,L,L,KC,CLE,X,2.0,ground_ball,0,0,2024,-0.02,0.54,-0.56,2.1,,,,2,4,Top,126.92,200.25,,,,,-3.964750082214268,-127.97112547000616,-4.918111000320134,0.4037315817834006,21.38170685299205,-25.51065594285753,3.25,1.52,,,,88.5,2567.0,6.2,746289,521692,686469,672580,679845,677951,669004,664728,592669,54.28,,,0.0,,0.0,0.0,,28,1,Slider,2,3,3,2,3,2,3,2,Infield shade,Standard,121.0,0.011,-0.099,65.8,8.2,,0.099,,-1,1,0.41,0.59,26,24,27,24,2,1,5.0,2.0,6.0,1.0,2.36,-0.02,-0.02,44.3
FF,2024-06-28,97.3,-1.4,5.93,"Hernández, Carlos",665926,672578,field_out,hit_into_play,,,,,9.0,"Andrés Giménez grounds out, first baseman Vinnie Pasquantino to pitcher Carlos Hernández.   David Fry to 3rd.",R,L,R,KC,CLE,X,3.0,ground_ball,0,0,2024,-0.63,1.44,0.42,1.87,,681807.0,,0,9,Top,163.8,148.73,,,,,6.350430954991135,-141.42349904219688,-8.701530649898855,-9.957042637237585,31.98495830923344,-10.972507768392118,3.21,1.47,99.0,90.4,6.0,97.6,2398.0,6.5,746292,666023,686469,672580,679845,641658,669004,680118,592669,54.0,0.463,0.419,0.0,1.0,0.0,0.0,4.0,74,1,4-Seam Fastball,10,3,3,10,3,10,3,10,Standard,Standard,215.0,0.002,-0.264,75.6,7.6,0.518,0.264,90.4,7,-7,0.997,0.003,27,25,27,26,1,3,3.0,1.0,1.0,1.0,0.97,0.63,-0.63,34.3
FF,2024-06-28,98.5,-1.64,5.95,"Hernández, Carlos",681807,672578,double,hit_into_play,,,,,5.0,David Fry doubles (13) on a fly ball to left fielder MJ Melendez.,R,R,R,KC,CLE,X,7.0,fly_ball,0,0,2024,-0.83,1.34,0.2,2.52,,,,0,9,Top,33.73,83.9,,,,,6.961986630948354,-143.11096591288074,-6.986721411510829,-13.050888240968712,33.12601121011305,-12.326438565140418,3.36,1.5,362.0,98.1,28.0,98.9,2518.0,6.6,746292,666023,686469,672580,679845,641658,669004,680118,592669,53.91,0.406,0.725,1.25,1.0,1.0,1.0,6.0,73,1,4-Seam Fastball,10,3,3,10,3,10,3,10,Standard,Standard,222.0,-0.002,0.622,68.4,8.1,1.322,-0.622,98.1,7,-7,0.999,0.001,27,28,27,29,1,3,3.0,1.0,1.0,1.0,1.02,0.83,0.83,32.1
SI,2024-06-28,95.8,-0.73,6.47,"Anderson, Nick",595978,623433,double,hit_into_play,,,,,8.0,Austin Hedges doubles (3) on a sharp line drive to center fielder Kyle Isbel.,R,R,R,KC,CLE,X,8.0,line_drive,0,0,2024,-0.71,1.56,0.0,1.86,,,,0,8,Top,175.72,58.5,,,,,3.5394084012704807,-139.16888889555915,-10.049115766795529,-10.08042589786174,29.769972106264785,-9.845733895040333,3.17,1.42,368.0,102.0,19.0,95.6,2285.0,6.2,746292,666023,686469,672580,679845,677951,669004,664728,592669,54.33,0.417,0.496,1.25,1.0,1.0,1.0,5.0,62,1,Sinker,7,2,2,7,2,7,2,7,Standard,Standard,211.0,-0.016,0.622,70.5,7.0,0.787,-0.622,102.0,5,-5,0.985,0.015,33,31,34,32,1,2,3.0,2.0,1.0,4.0,0.92,0.71,0.71,49.1
ST,2024-06-28,78.0,-2.17,5.96,"Eflin, Zach",657041,621107,field_out,hit_into_play,,,,,14.0,Lane Thomas pops out to second baseman José Caballero.,R,R,R,TB,WSH,X,4.0,popup,0,0,2024,1.1,0.31,0.92,1.97,,,,0,6,Top,101.39,114.8,,,,,4.592692346577508,-113.34596788865802,-2.106028165826266,8.31613392948636,24.81643770114099,-29.32338104784201,3.11,1.47,221.0,75.0,49.0,77.1,2444.0,6.2,745070,656577,650490,676609,670623,670764,668227,642350,676356,54.31,0.097,0.096,0.0,1.0,0.0,0.0,3.0,42,1,Sweeper,2,0,0,2,0,2,0,2,Standard,Standard,58.0,0.03,-0.228,71.6,7.5,0.129,0.228,88.0,2,-2,0.789,0.211,30,28,30,29,3,2,6.0,2.0,6.0,1.0,3.51,-1.1,-1.1,31.1
SI,2024-06-27,94.1,-1.68,6.3,"Wacha, Michael",671289,608379,single,hit_into_play,,,,,4.0,Tyler Freeman singles on a ground ball to left fielder MJ Melendez.,R,R,R,KC,CLE,X,7.0,ground_ball,0,0,2024,-1.01,1.33,-0.39,2.64,,,,0,5,Top,72.07,139.71,,,,,5.630247400781158,-136.90880537894668,-6.8799703422909975,-13.977193286919515,27.301212073924,-14.06405247789404,3.27,1.43,40.0,100.9,-2.0,95.4,2085.0,6.9,746288,521692,686469,672580,679845,677951,669004,664728,592669,53.65,0.391,0.365,0.9,1.0,1.0,0.0,2.0,31,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,208.0,-0.047,0.403,72.2,7.2,0.446,-0.403,100.9,0,0,0.5,0.5,32,25,33,25,2,1,5.0,1.0,6.0,1.0,1.22,1.01,1.01,49.0
FC,2024-06-27,90.2,-1.67,6.3,"Wacha, Michael",608070,608379,single,hit_into_play,,,,,12.0,"José Ramírez singles on a line drive to right fielder Hunter Renfroe.  José Ramírez out at 2nd on the throw, right fielder Hunter Renfroe to shortstop Bobby Witt Jr.",R,L,R,KC,CLE,X,9.0,line_drive,0,0,2024,0.2,0.86,0.85,3.04,,,,1,3,Top,206.41,110.32,,,,,5.905462934752709,-131.28968466957727,-4.074218074451581,1.2502391658960403,24.71813211226149,-21.60429175291207,3.37,1.6,212.0,94.6,13.0,91.6,2221.0,6.9,746288,521692,686469,672580,679845,677951,669004,664728,592669,53.61,0.946,0.915,0.9,1.0,1.0,0.0,4.0,19,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,195.0,0.018,0.266,,,1.14,-0.266,94.6,0,0,0.525,0.475,32,31,33,32,2,1,5.0,1.0,6.0,1.0,1.92,-0.2,0.2,46.9
FC,2024-06-27,88.6,-1.79,6.37,"Wacha, Michael",681807,608379,field_out,hit_into_play,,,,,6.0,"David Fry grounds out, third baseman Nick Loftin to first baseman Vinnie Pasquantino.",R,R,R,KC,CLE,X,5.0,ground_ball,0,0,2024,0.38,0.62,0.67,2.28,,,,0,2,Top,98.62,173.3,,,,,5.271231014209454,-129.09975436242863,-5.397611623117412,3.38841997404944,22.14218773490645,-24.398626813391346,3.36,1.5,3.0,75.7,-36.0,90.3,2162.0,6.9,746288,521692,686469,672580,679845,677951,669004,664728,592669,53.62,0.057,0.052,0.0,1.0,0.0,0.0,2.0,8,1,Cutter,0,0,0,0,0,0,0,0,Standard,Standard,192.0,0.023,-0.228,74.0,8.0,0.062,0.228,88.0,0,0,0.5,0.5,32,28,33,29,1,0,5.0,1.0,6.0,1.0,2.24,-0.38,-0.38,54.0
SL,2024-06-26,86.2,-2.68,5.58,"Rodriguez, Grayson",672356,680570,home_run,hit_into_play,,,,,7.0,Gabriel Arias homers (3) on a fly ball to left field.,R,R,R,BAL,CLE,X,,fly_ball,0,0,2024,0.38,0.39,-0.59,2.0,,,,0,5,Top,9.34,89.6,,,,,4.2869852791881575,-125.5386626044161,-3.1996229321690457,3.2948747724178915,22.7620010006216,-27.59334350330036,3.5,1.58,392.0,108.1,24.0,88.2,2412.0,7.3,747019,668939,663624,622761,676059,683002,677008,656775,623993,53.24,0.971,1.905,2.0,1.0,0.0,3.0,6.0,34,1,Slider,1,1,1,1,2,1,2,1,Standard,Standard,157.0,-0.144,1.0,82.3,8.2,3.643,-1.0,108.1,0,0,0.5,0.5,24,24,25,24,2,1,5.0,1.0,6.0,1.0,2.64,-0.38,-0.38,37.9
FF,2024-06-26,96.5,-2.38,5.63,"Rodriguez, Grayson",665926,680570,field_out,hit_into_play,,,,,8.0,"Andrés Giménez grounds out, second baseman Jorge Mateo to first baseman Ryan Mountcastle.",R,L,R,BAL,CLE,X,4.0,ground_ball,0,0,2024,-1.22,1.09,0.22,1.82,,,,1,1,Top,147.61,139.59,,,,,9.8812082726854,-140.09529545001317,-7.187705021064246,-18.197055082038315,30.452858814062665,-16.32144127819889,3.23,1.45,63.0,94.2,2.0,98.4,2209.0,7.4,747019,668939,663624,622761,676059,683002,677008,656775,623993,53.1,0.434,0.418,0.0,1.0,0.0,0.0,4.0,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,223.0,0.015,-0.162,75.8,7.0,0.508,0.162,94.2,0,0,0.522,0.478,24,25,25,26,1,0,5.0,1.0,6.0,1.0,1.36,1.22,-1.22,38.2
FF,2024-06-25,96.6,-2.19,5.47,"Cano, Yennier",677587,666974,field_out,hit_into_play,,,,,1.0,Brayan Rocchio flies out to center fielder Colton Cowser.,R,L,R,BAL,CLE,X,8.0,fly_ball,0,0,2024,-1.28,0.6,-0.72,3.22,,,672356.0,1,8,Top,128.84,61.76,,,,,6.800272943403057,-140.57028694793462,-1.791192663520934,-18.559600868721542,30.910723770342106,-24.01572465794505,3.12,1.4,372.0,94.4,27.0,96.2,2274.0,6.0,747022,543510,663624,676059,602104,683002,656811,681297,623993,54.52,0.186,0.256,0.0,1.0,0.0,0.0,3.0,73,1,4-Seam Fastball,7,10,10,7,10,7,10,7,Standard,Standard,259.0,0.008,-0.301,66.9,6.9,0.425,0.301,94.4,-3,3,0.065,0.935,30,23,30,23,1,3,6.0,2.0,3.0,1.0,1.84,1.28,-1.28,14.2
CH,2024-06-25,91.4,-2.26,5.78,"Cano, Yennier",666310,666974,triple,hit_into_play,,,,,1.0,Bo Naylor triples (1) on a sharp line drive to center fielder Colton Cowser.   Tyler Freeman scores.,R,L,R,BAL,CLE,X,8.0,line_drive,0,0,2024,-1.47,0.41,-0.56,2.73,,671289.0,,1,8,Top,88.28,71.03,,,,,7.403857695458219,-133.02165193107925,-2.7300722022813297,-19.00003331934853,26.816789413512385,-26.8642005596291,3.26,1.48,287.0,101.8,13.0,91.2,1832.0,6.0,747022,543510,663624,676059,602104,683002,656811,681297,623993,54.45,0.903,0.899,1.6,1.0,1.0,2.0,4.0,71,1,Changeup,7,8,8,7,9,7,9,7,Standard,Standard,262.0,-0.128,1.273,68.7,6.9,1.168,-1.273,101.8,-1,1,0.225,0.775,30,24,30,24,1,3,6.0,1.0,3.0,2.0,2.3,1.47,-1.47,23.5
SI,2024-06-25,96.0,-1.98,5.64,"Cano, Yennier",671289,666974,single,hit_into_play,,,,,1.0,Tyler Freeman singles on a ground ball to left fielder Ryan O'Hearn.,R,R,R,BAL,CLE,X,7.0,ground_ball,0,0,2024,-1.36,-0.04,-0.42,2.88,,,,0,8,Top,75.04,119.63,,,,,7.079309426881785,-139.74353260497134,-1.6579195713541033,-19.40408028138477,28.7106936588442,-32.56339944825249,3.27,1.43,71.0,104.1,2.0,95.1,2101.0,5.6,747022,543510,663624,676059,602104,683002,656811,681297,623993,54.94,0.537,0.488,0.9,1.0,1.0,0.0,4.0,69,1,Sinker,7,8,8,7,8,7,8,7,Standard,Standard,252.0,-0.033,0.403,71.5,7.0,0.583,-0.403,104.1,-1,1,0.247,0.753,30,25,30,25,1,3,6.0,2.0,3.0,1.0,2.49,1.36,1.36,13.3
FF,2024-06-25,91.4,0.97,6.17,"Irvin, Cole",681807,608344,field_out,hit_into_play,,,,,5.0,David Fry lines out sharply to right fielder Anthony Santander.,R,R,L,BAL,CLE,X,9.0,line_drive,0,0,2024,1.11,1.01,0.24,2.3,,,,2,4,Top,188.78,96.38,,,,,-4.248042934726034,-132.98025916481905,-6.055382042559961,14.105868444629513,28.00094449565057,-19.085992172433134,3.32,1.47,299.0,104.4,14.0,91.8,1891.0,6.5,747022,543510,663624,622761,676059,683002,669720,681297,623993,54.02,0.737,0.742,0.0,1.0,0.0,0.0,4.0,39,1,4-Seam Fastball,4,8,8,4,8,4,8,4,Standard,Standard,136.0,0.005,-0.099,72.4,7.0,1.013,0.099,104.4,-4,4,0.128,0.872,30,28,30,29,3,2,5.0,1.0,5.0,1.0,1.71,1.11,-1.11,43.8
CU,2024-06-25,78.0,1.31,6.05,"Irvin, Cole",681807,608344,double,hit_into_play,,,,,1.0,David Fry doubles (11) on a fly ball to left fielder Austin Hays.   José Ramírez scores.,R,R,L,BAL,CLE,X,7.0,fly_ball,0,0,2024,-1.1,-0.32,-0.38,3.16,,608070.0,,2,1,Top,29.1,101.13,,,,,-1.6217695899967428,-113.5992910414839,1.239020767331262,-9.24074490838581,20.52484468957833,-35.35865486613132,3.32,1.47,319.0,89.0,29.0,78.2,2197.0,6.3,747022,543510,663624,622761,676059,683002,669720,681297,623993,54.18,0.063,0.082,1.25,1.0,1.0,1.0,3.0,4,1,Curveball,0,0,0,0,1,0,1,0,Standard,Standard,316.0,-0.103,0.998,,,0.132,-0.998,89.0,0,0,0.515,0.485,30,28,30,29,1,0,5.0,1.0,5.0,1.0,4.05,-1.1,1.1,39.4
