pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2024-08-12,95.1,-1.77,6.09,"Merryweather, Julian",657041,657240,grounded_into_double_play,hit_into_play,,,,,5.0,"Lane Thomas grounds into a double play, shortstop Dansby Swanson to second baseman Nico Hoerner to first baseman Patrick Wisdom.   Steven Kwan out at 2nd.    Lane Thomas out at 1st.",R,R,R,CLE,CHC,X,6.0,ground_ball,0,0,2024,-0.7,1.42,-0.14,2.04,,,680757.0,1,7,Bot,108.42,155.71,,,,,5.902043708123759,-138.1169063785741,-8.132824993697152,-10.337909568647907,32.842576958386715,-12.28939628320694,3.16,1.44,94.0,107.0,3.0,95.4,2283.0,6.7,746603,665804,621550,663538,670623,621020,664023,691718,673548,53.79,0.563,0.524,0.0,1.0,0.0,0.0,4.0,64,1,4-Seam Fastball,8,7,8,7,7,8,8,7,Standard,Standard,212.0,-0.043,-0.369,72.4,6.5,0.633,0.369,107.0,1,1,0.796,0.796,32,28,33,29,1,3,5.0,2.0,2.0,2.0,1.12,0.7,0.7,54.3
SL,2024-08-12,90.3,-1.21,5.51,"Pearson, Nate",678877,663878,home_run,hit_into_play,,,,,9.0,Jhonkensy Noel homers (8) on a fly ball to left center field.,R,R,R,CLE,CHC,X,,fly_ball,0,0,2024,0.32,0.28,0.44,1.93,,,,1,6,Bot,50.69,65.76,,,,,3.4774547492453944,-131.62766711337207,-3.665884559815992,3.014922154247769,25.839385361801305,-28.37098133037428,3.48,1.7,378.0,97.9,28.0,91.3,2558.0,6.6,746603,665804,683737,663538,670623,621020,664023,691718,673548,53.85,0.406,0.725,2.0,1.0,0.0,3.0,6.0,51,1,Slider,7,3,7,3,3,8,8,3,Standard,Standard,126.0,0.023,1.0,71.8,8.4,1.322,-1.0,97.9,4,4,0.952,0.952,27,22,28,23,1,2,7.0,2.0,1.0,1.0,2.49,-0.32,-0.32,39.8
FF,2024-08-12,90.9,2.58,5.33,"Imanaga, Shota",608070,684007,single,hit_into_play,,,,,5.0,José Ramírez singles on a line drive to right fielder Seiya Suzuki.,R,R,L,CLE,CHC,X,9.0,line_drive,0,0,2024,1.0,1.3,-0.06,2.86,,,,2,5,Bot,169.92,92.66,,,,,-8.734663027661991,-132.13497222906324,-3.0462829163323737,13.602631597760354,28.29303219040016,-16.52198756472606,3.44,1.6,245.0,94.2,15.0,90.6,2369.0,6.2,746603,665804,683737,663538,670623,621020,664023,691718,673548,54.3,0.866,0.834,0.9,1.0,1.0,0.0,4.0,45,1,4-Seam Fastball,6,3,6,3,3,6,6,3,Standard,Standard,147.0,0.005,0.128,70.1,6.5,1.041,-0.128,94.2,3,3,0.876,0.876,30,31,31,32,3,2,6.0,1.0,6.0,1.0,1.47,1.0,-1.0,36.4
FF,2024-08-12,90.1,2.62,5.37,"Imanaga, Shota",680757,684007,home_run,hit_into_play,,,,,3.0,Steven Kwan homers (13) on a fly ball to right field.    Austin Hedges scores.,R,L,L,CLE,CHC,X,,fly_ball,0,0,2024,0.92,1.45,0.45,3.16,,,595978.0,1,5,Bot,220.76,80.77,,,,,-7.356534942760816,-131.06259184118898,-2.584700558355507,12.135738750510404,28.421788432103305,-15.166570221716588,3.2,1.45,373.0,99.9,32.0,90.2,2442.0,6.4,746603,665804,683737,663538,670623,621020,664023,691718,673548,54.07,0.406,0.765,2.0,1.0,0.0,3.0,6.0,43,1,4-Seam Fastball,4,3,4,3,3,6,6,3,Standard,Standard,144.0,0.168,1.692,69.4,6.5,1.475,-1.692,99.9,1,1,0.715,0.715,30,26,31,27,3,2,6.0,1.0,6.0,1.0,1.37,0.92,0.92,38.5
FF,2024-08-12,90.8,2.54,5.4,"Imanaga, Shota",595978,684007,single,hit_into_play,,,,,5.0,Austin Hedges singles on a ground ball to left fielder Ian Happ.,R,R,L,CLE,CHC,X,7.0,ground_ball,0,0,2024,0.94,1.54,-0.13,2.69,,,,1,5,Bot,70.35,134.51,,,,,-8.689475187817656,-131.97560014216327,-4.126909538965336,12.8151325577351,28.992433348772973,-13.526952675941011,3.27,1.46,97.0,77.6,8.0,90.6,2557.0,6.3,746603,665804,683737,663538,670623,621020,664023,691718,673548,54.18,0.346,0.333,0.9,1.0,1.0,0.0,2.0,42,1,4-Seam Fastball,4,3,4,3,3,4,4,3,Standard,Standard,147.0,0.023,0.266,75.7,7.7,0.402,-0.266,88.0,1,1,0.692,0.692,30,31,31,32,2,1,6.0,3.0,6.0,2.0,1.24,0.94,-0.94,38.3
FS,2024-08-12,83.0,2.55,5.31,"Imanaga, Shota",681807,684007,field_out,hit_into_play,,,,,1.0,David Fry flies out to left fielder Ian Happ.,R,R,L,CLE,CHC,X,7.0,fly_ball,0,0,2024,0.42,0.51,-0.68,3.07,,680757.0,608070.0,1,4,Bot,50.31,105.14,,,,,-8.21526876854097,-120.73540089628148,0.2868686445991804,5.609379948958432,20.8935548993404,-27.353385379613204,3.35,1.51,298.0,81.0,33.0,83.4,1218.0,6.3,746603,665804,683737,663538,670623,621020,664023,691718,673548,54.2,0.031,0.032,0.0,1.0,0.0,0.0,3.0,34,1,Split-Finger,0,3,0,3,3,0,0,3,Standard,Standard,116.0,-0.05,-0.464,70.2,7.5,0.048,0.464,88.0,-3,-3,0.249,0.249,30,28,31,29,2,1,6.0,1.0,6.0,1.0,2.77,0.42,-0.42,30.8
SI,2024-08-11,92.5,-2.05,5.42,"Dobnak, Randy",671289,677976,force_out,hit_into_play,,,,,8.0,"Tyler Freeman grounds into a force out, shortstop Willi Castro to second baseman Kyle Farmer.   Andrés Giménez out at 2nd.",R,R,R,MIN,CLE,X,6.0,ground_ball,0,0,2024,-0.89,-0.19,0.18,1.83,,657041.0,665926.0,2,9,Top,102.87,141.82,,,,,7.523049822120998,-134.62762840370377,-2.968567326763483,-12.355289244871743,26.507445213215,-34.117001433418345,3.21,1.4,112.0,74.7,9.0,91.9,1951.0,5.7,745872,543877,669304,571657,668904,650489,670242,621439,596146,54.78,0.314,0.288,0.0,1.0,0.0,0.0,2.0,76,1,Sinker,3,5,5,3,5,3,5,3,Standard,Standard,260.0,0.014,-0.446,72.8,7.8,0.353,0.446,88.0,-2,2,0.073,0.927,29,25,29,25,2,0,5.0,2.0,49.0,1.0,2.83,0.89,0.89,24.3
FC,2024-08-11,90.4,-2.65,6.03,"Sands, Cole",677587,663485,single,hit_into_play,,,,,12.0,Brayan Rocchio singles on a fly ball to right fielder Max Kepler.   Andrés Giménez scores.    Daniel Schneemann to 3rd.,R,L,R,MIN,CLE,X,9.0,fly_ball,0,0,2024,0.3,0.68,0.92,2.73,,665926.0,682177.0,2,6,Top,152.0,115.84,,,,,8.151360269956536,-131.54098396233204,-3.78553428622554,2.028586934332018,24.06433177904507,-23.680720585945966,3.17,1.44,191.0,61.5,27.0,89.9,2426.0,5.7,745872,543877,669304,571657,668904,650489,670242,621439,596146,54.84,0.706,0.635,0.9,1.0,1.0,0.0,4.0,47,1,Cutter,1,2,2,1,3,1,3,1,Standard,Standard,199.0,-0.129,0.898,65.1,6.4,0.752,-0.898,88.0,-1,1,0.34,0.66,26,23,27,23,1,2,2.0,2.0,5.0,2.0,2.08,-0.3,0.3,29.0
CH,2024-08-11,92.5,-1.73,6.25,"Alcala, Jorge",608070,660896,field_out,hit_into_play,,,,,5.0,José Ramírez flies out to shortstop Willi Castro.,R,L,R,MIN,CLE,X,6.0,fly_ball,0,0,2024,-1.07,0.93,-0.15,2.31,,,,2,5,Top,136.36,120.95,,,,,6.316454108125419,-134.61569340446405,-6.28637238307044,-14.307820190975,25.56223709447765,-19.701503847387723,3.43,1.59,200.0,86.6,59.0,92.2,2379.0,5.8,745872,543877,669304,571657,668904,650489,670242,621439,596146,54.67,0.026,0.031,0.0,1.0,0.0,0.0,3.0,36,1,Changeup,1,1,1,1,1,1,1,1,Infield shade,Standard,226.0,0.014,-0.099,75.9,7.2,0.041,0.099,88.0,0,0,0.551,0.449,28,31,29,32,1,2,2.0,1.0,4.0,1.0,1.71,1.07,-1.07,42.8
FF,2024-08-11,94.5,-1.92,6.17,"Festa, David",665926,701581,field_out,hit_into_play,,,,,5.0,Andrés Giménez flies out to left fielder Matt Wallner.,R,L,R,MIN,CLE,X,7.0,fly_ball,0,0,2024,-0.29,1.55,0.15,2.58,,,,1,2,Top,71.45,122.78,,,,,6.121676086096064,-137.36062703398878,-7.187041895886073,-4.992073828697954,30.78700677190662,-11.178139657423737,3.2,1.43,234.0,81.5,51.0,95.7,2255.0,7.1,745872,543877,669304,571657,668904,650489,670242,621439,596146,53.42,0.023,0.027,0.0,1.0,0.0,0.0,3.0,9,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,191.0,0.017,-0.162,71.3,6.8,0.037,0.162,88.0,0,0,0.523,0.477,24,25,24,26,1,0,6.0,1.0,6.0,1.0,1.01,0.29,-0.29,60.3
FF,2024-08-10,96.1,-1.34,5.98,"Winder, Josh",680757,680739,field_out,hit_into_play,,,,,5.0,Steven Kwan flies out to left fielder Trevor Larnach.,R,L,R,MIN,CLE,X,7.0,fly_ball,0,0,2024,-0.85,1.14,-0.03,2.19,,,,2,8,Top,102.06,110.02,,,,,5.381485284293776,-139.85119966522146,-7.0343421144028335,-12.35499133091738,30.44148176672388,-15.848538479746802,3.18,1.43,231.0,85.7,54.0,96.1,2087.0,6.2,745873,680777,467793,668885,669304,650489,663616,621439,596146,54.32,0.011,0.01,0.0,1.0,0.0,0.0,3.0,54,1,4-Seam Fastball,1,2,2,1,2,1,2,1,Infield shade,Standard,213.0,0.012,-0.099,,,0.013,0.099,88.0,-1,1,0.285,0.715,27,26,28,27,1,3,3.0,1.0,3.0,1.0,1.32,0.85,-0.85,45.9
SL,2024-08-10,86.4,-1.03,6.4,"Woods Richardson, Simeon",678877,680573,field_out,hit_into_play,,,,,9.0,Jhonkensy Noel pops out to first baseman Carlos Santana.,R,R,R,MIN,CLE,X,3.0,popup,0,0,2024,0.58,0.01,0.59,1.96,,,647304.0,2,7,Top,149.48,166.79,,,,,2.695687816265369,-125.7417883086058,-4.382370950002676,5.62329445050983,25.68480766450307,-31.38377222933969,3.48,1.7,83.0,74.0,72.0,87.0,2401.0,6.7,745873,680777,467793,668885,669304,650489,663616,621439,596146,53.8,0.001,0.0,0.0,1.0,0.0,0.0,3.0,48,1,Slider,1,2,2,1,2,1,2,1,Standard,Standard,149.0,0.026,-0.228,80.5,8.1,0.001,0.228,88.0,-1,1,0.328,0.672,23,22,24,23,3,2,6.0,1.0,6.0,2.0,3.04,-0.58,-0.58,44.3
